user_id,country,device,acquisition_channel,sessions_last_30_days,avg_session_length_min,social_interactions_last_30_days,multiplayer_sessions_last_30_days
U02768,US,Web,Paid Social,7,10.8,1,1
U02769,UK,iOS,Paid Search,2,8.8,0,0
U02770,IN,iOS,Organic,25,26.2,1,9
U02771,CA,Web,Referral,7,15.2,2,0
U02772,CA,Web,Paid Social,7,7.5,0,0
U02773,IN,Android,Referral,12,24.6,9,8
U02774,AU,iOS,Organic,7,12.0,2,1
U02775,IN,Web,Paid Social,4,11.3,2,1
U02776,IN,iOS,Organic,4,9.7,0,3
U02777,UK,iOS,Organic,8,13.7,0,0
U02778,IN,iOS,Paid Search,4,9.3,3,0
U02779,UK,iOS,Organic,6,14.6,2,1
U02780,IN,Android,Paid Social,6,12.0,0,1
U02781,CA,Web,Paid Search,9,14.8,0,0
U02782,CA,iOS,Paid Social,16,20.8,14,12
U02783,AU,Web,Paid Search,15,14.4,10,5
U02784,IN,Web,Paid Search,28,33.8,3,7
U02785,US,Android,Organic,10,17.1,12,7
U02786,IN,Android,Organic,4,12.0,2,0
U02787,US,iOS,Referral,13,11.2,9,13
U02788,IN,iOS,Paid Social,5,13.8,0,2
U02789,UK,Android,Paid Social,17,27.3,14,6
U02790,CA,Web,Referral,18,15.2,7,9
U02791,US,Web,Organic,18,34.2,1,6
U02792,US,Android,Paid Social,16,14.7,14,11
U02793,IN,iOS,Paid Social,18,53.6,3,5
U02794,CA,iOS,Organic,6,7.0,0,0
U02795,AU,iOS,Paid Search,7,8.2,1,0
U02796,US,Android,Organic,21,31.1,1,3
U02797,CA,Android,Referral,8,9.9,1,1
U02798,CA,Web,Paid Social,17,42.6,1,5
U02799,US,Android,Paid Search,12,18.9,12,12
U02800,UK,iOS,Referral,6,15.9,1,2
U02801,UK,Web,Organic,18,31.3,2,4
U02802,IN,iOS,Paid Search,17,20.7,9,7
U02803,IN,iOS,Paid Social,14,24.1,9,10
U02804,CA,Web,Paid Search,14,21.7,8,5
U02805,US,iOS,Paid Social,2,9.1,0,3
U02806,UK,Web,Organic,17,26.3,7,7
U02807,CA,iOS,Paid Search,31,31.6,4,3
U02808,UK,iOS,Paid Search,7,5.9,2,3
U02809,US,Web,Paid Search,8,9.2,0,3
U02810,UK,iOS,Paid Social,26,20.1,3,4
U02811,AU,iOS,Organic,8,8.3,0,1
U02812,IN,Web,Organic,24,18.6,0,7
U02813,UK,Web,Paid Social,24,38.3,3,7
U02814,US,Web,Paid Search,6,14.2,2,1
U02815,US,Android,Paid Social,19,29.8,1,4
U02816,AU,iOS,Paid Social,24,27.7,1,7
U02817,US,Web,Referral,9,8.4,0,0
U02818,AU,iOS,Organic,5,15.3,2,1
U02819,CA,Web,Paid Social,8,9.4,0,4
U02820,UK,iOS,Paid Search,10,13.7,0,0
U02821,US,iOS,Paid Social,9,18.8,15,10
U02822,IN,Web,Paid Social,8,19.2,0,0
U02823,UK,Web,Paid Social,11,36.3,2,6
U02824,AU,Android,Paid Search,3,8.3,1,1
U02825,UK,Web,Referral,5,10.8,3,1
U02826,UK,Web,Paid Social,18,16.1,10,11
U02827,US,Web,Organic,22,50.8,1,11
U02828,IN,Android,Paid Social,4,13.4,0,0
U02829,CA,iOS,Referral,3,12.6,0,1
U02830,IN,Android,Paid Social,9,12.0,0,2
U02831,AU,iOS,Organic,6,10.7,0,0
U02832,IN,Web,Referral,15,23.1,3,7
U02833,IN,Web,Organic,7,7.7,1,1
U02834,AU,Web,Organic,9,12.4,2,0
U02835,IN,Android,Organic,8,16.5,3,4
U02836,CA,Android,Referral,15,30.4,12,14
U02837,UK,Web,Referral,14,24.7,7,10
U02838,CA,Android,Organic,6,7.1,1,2
U02839,UK,Web,Organic,21,43.8,0,2
U02840,UK,Android,Paid Search,8,13.7,1,1
U02841,IN,Web,Referral,9,9.7,0,3
U02842,UK,Android,Paid Social,28,38.9,3,7
U02843,AU,iOS,Referral,11,23.5,13,10
U02844,CA,Web,Paid Search,14,21.3,13,8
U02845,UK,Android,Paid Search,26,44.2,0,1
U02846,IN,Android,Organic,8,10.2,1,1
U02847,IN,Web,Referral,21,29.9,3,5
U02848,IN,Android,Paid Social,6,4.7,0,0
U02849,US,iOS,Referral,18,35.8,3,9
U02850,CA,iOS,Paid Search,4,10.4,2,0
U02851,IN,Android,Paid Social,23,20.9,0,6
U02852,AU,Web,Paid Social,6,15.4,1,3
U02853,IN,Android,Organic,10,10.4,1,0
U02854,US,Android,Referral,14,20.7,16,9
U02855,CA,iOS,Referral,8,12.6,1,1
U02856,UK,Android,Referral,7,12.2,0,1
U02857,CA,Web,Paid Social,7,13.3,1,0
U02858,UK,iOS,Paid Search,5,8.3,1,0
U02859,UK,Android,Paid Search,5,18.4,0,2
U02860,IN,Web,Organic,2,15.6,1,0
U02861,AU,iOS,Paid Search,15,25.9,5,8
U02862,AU,Web,Referral,9,15.1,3,1
U02863,IN,Web,Organic,18,15.7,10,4
U02864,US,Web,Paid Search,22,17.3,3,8
U02865,UK,Android,Paid Search,6,15.1,1,1
U02866,AU,iOS,Organic,22,31.7,2,7
U02867,CA,Android,Paid Social,6,8.3,0,1
U02868,US,iOS,Organic,24,15.3,2,5
U02869,IN,Web,Paid Social,4,9.4,0,3
U02870,US,Web,Referral,5,16.1,1,2
U02871,AU,Android,Paid Social,15,17.1,13,7
U02872,IN,Web,Organic,18,11.2,9,17
U02873,AU,Web,Referral,28,29.3,15,10
U02874,UK,Web,Organic,6,12.5,1,1
U02875,US,iOS,Organic,21,27.5,3,6
U02876,UK,iOS,Paid Social,11,14.2,0,1
U02877,CA,Android,Paid Social,4,7.5,0,1
U02878,UK,iOS,Paid Social,6,11.5,0,1
U02879,US,Web,Referral,20,24.3,2,4
U02880,CA,Web,Paid Social,10,4.6,0,1
U02881,AU,Web,Referral,5,9.5,0,4
U02882,CA,Android,Organic,17,29.7,14,6
U02883,US,Web,Organic,3,18.3,0,2
U02884,IN,Web,Paid Social,6,16.5,1,3
U02885,CA,Android,Paid Search,6,17.7,2,2
U02886,AU,iOS,Organic,12,22.4,13,10
U02887,CA,iOS,Paid Search,6,9.2,1,0
U02888,UK,iOS,Paid Search,3,3.0,0,0
U02889,IN,Android,Paid Search,11,17.6,19,4
U02890,US,Android,Paid Social,15,18.4,5,16
U02891,IN,Web,Referral,5,9.9,1,1
U02892,UK,Web,Organic,20,33.9,0,7
U02893,IN,Android,Paid Search,28,49.3,2,2
U02894,UK,Android,Referral,23,33.6,1,6
U02895,CA,Web,Paid Social,3,17.7,1,2
U02896,US,Web,Organic,15,19.6,19,18
U02897,UK,Web,Referral,11,11.5,0,1
U02898,UK,iOS,Paid Social,6,8.2,1,1
U02899,CA,iOS,Organic,8,9.7,2,0
U02900,UK,Web,Organic,3,12.6,1,1
U02901,US,Android,Paid Social,6,13.6,3,2
U02902,AU,iOS,Paid Search,21,20.6,1,7
U02903,IN,Web,Organic,3,11.7,2,0
U02904,UK,iOS,Organic,4,12.5,1,0
U02905,IN,Android,Paid Search,4,10.3,1,2
U02906,IN,Android,Referral,11,12.6,3,1
U02907,AU,Android,Organic,10,16.4,6,8
U02908,UK,Web,Referral,8,15.2,0,0
U02909,US,Web,Paid Search,6,4.9,3,2
U02910,UK,iOS,Organic,9,14.1,2,0
U02911,IN,Web,Paid Search,3,9.4,2,2
U02912,CA,Web,Organic,5,6.2,0,1
U02913,AU,Web,Organic,23,37.4,1,5
U02914,US,iOS,Organic,10,24.7,17,15
U02915,US,Web,Paid Search,9,3.4,1,2
U02916,IN,Android,Organic,20,53.4,3,6
U02917,US,Web,Referral,24,31.3,3,4
U02918,IN,Web,Paid Social,5,22.1,9,10
U02919,US,Android,Paid Social,4,12.0,2,0
U02920,US,iOS,Paid Social,9,16.1,1,2
U02921,IN,Web,Referral,5,16.7,2,0
U02922,AU,Web,Organic,31,27.7,0,6
U02923,US,Web,Paid Search,15,17.2,14,10
U02924,UK,Web,Paid Search,7,16.0,2,0
U02925,CA,Android,Organic,3,11.5,1,1
U02926,IN,Web,Referral,16,15.9,9,8
U02927,US,iOS,Paid Social,12,18.0,12,17
U02928,AU,Android,Referral,11,23.0,11,5
U02929,UK,Android,Referral,23,44.2,0,4
U02930,IN,iOS,Paid Search,6,4.2,1,0
U02931,UK,Web,Organic,21,51.4,0,7
U02932,CA,Web,Paid Search,21,50.3,0,2
U02933,AU,Web,Paid Social,1,14.6,1,0
U02934,IN,iOS,Paid Social,8,13.1,1,1
U02935,IN,Android,Paid Search,24,40.0,2,2
U02936,US,Web,Organic,10,11.7,2,1
U02937,UK,iOS,Organic,19,42.3,1,8
U02938,IN,iOS,Referral,24,33.6,3,11
U02939,UK,Web,Referral,12,12.0,9,16
U02940,CA,iOS,Paid Search,13,13.2,0,1
U02941,US,Web,Paid Social,7,15.1,1,0
U02942,CA,Web,Organic,14,32.0,2,4
U02943,US,Web,Paid Search,5,7.6,1,0
U02944,US,Android,Paid Search,27,36.6,0,6
U02945,UK,iOS,Paid Social,19,31.7,1,9
U02946,US,Android,Referral,3,12.1,0,0
U02947,CA,Web,Paid Social,6,18.0,0,2
U02948,CA,iOS,Referral,2,11.3,0,0
U02949,CA,Web,Referral,2,15.0,2,1
U02950,UK,iOS,Organic,11,23.9,15,10
U02951,UK,Web,Organic,10,32.2,18,7
U02952,AU,iOS,Referral,29,44.8,1,4
U02953,IN,Web,Referral,20,34.3,4,4
U02954,AU,Web,Organic,7,12.0,1,3
U02955,AU,Android,Referral,17,27.3,10,9
U02956,US,Android,Referral,25,8.9,2,7
U02957,US,iOS,Referral,26,25.6,1,7
U02958,AU,iOS,Paid Social,16,30.5,12,6
U02959,IN,Android,Paid Search,7,11.3,1,1
U02960,AU,Web,Referral,13,24.2,14,5
U02961,UK,Web,Organic,3,14.8,0,2
U02962,CA,iOS,Referral,7,20.3,0,1
U02963,AU,iOS,Referral,11,9.1,2,0
U02964,US,Web,Organic,16,31.7,18,10
U02965,IN,Android,Organic,10,28.1,12,9
U02966,US,iOS,Referral,30,31.3,1,6
U02967,UK,Web,Paid Search,24,42.6,3,9
U02968,US,iOS,Organic,22,45.1,2,8
U02969,US,Android,Organic,15,33.3,8,8
U02970,IN,iOS,Paid Social,8,14.3,1,0
U02971,IN,Web,Referral,3,7.1,1,2
U02972,US,Android,Paid Social,3,13.3,0,0
U02973,US,Web,Paid Social,18,49.7,0,3
U02974,AU,Android,Paid Search,26,36.4,0,8
U02975,UK,Web,Referral,7,15.6,2,1
U02976,AU,iOS,Referral,5,13.4,1,1
U02977,IN,Android,Paid Social,10,13.0,14,13
U02978,AU,Android,Organic,5,3.8,3,0
U02979,AU,Android,Organic,19,36.5,0,5
U02980,US,iOS,Referral,11,29.0,14,14
U02981,US,Android,Paid Search,8,6.3,3,1
U02982,UK,iOS,Paid Search,6,7.8,1,0
U02983,CA,iOS,Referral,31,42.4,3,7
U02984,CA,Android,Organic,21,14.7,11,7
U02985,AU,Web,Paid Search,10,18.6,0,1
U02986,UK,Android,Referral,10,27.2,11,11
U02987,UK,Web,Referral,9,3.7,2,3
U02988,IN,Web,Organic,5,10.5,3,0
U02989,US,Android,Paid Social,21,38.7,1,5
U02990,IN,Android,Organic,9,12.8,17,12
U02991,CA,Web,Paid Search,9,9.2,1,1
U02992,UK,Android,Paid Social,14,23.8,12,11
U02993,CA,Android,Organic,26,16.6,1,4
U02994,US,iOS,Paid Search,3,16.8,2,0
U02995,US,Web,Paid Search,6,12.8,1,1
U02996,US,iOS,Paid Social,14,15.1,12,8
U02997,CA,Android,Organic,4,16.7,0,0
U02998,UK,Android,Organic,3,10.7,1,1
U02999,IN,iOS,Paid Search,9,11.7,0,2
U03000,UK,iOS,Referral,12,23.0,11,8
